district,chunk,feature_time,time,rain_mean_10d,rain_total_10d,t2m,u10,v10,sp,tcwv,wind_speed,tcwv_3h,tcwv_6h,sp_drop_3h,t2m_grad,rain_mm,rain_3h
0,western,2026-04-19T05:00:00,2026-04-19 05:00:00,0.0,0.0,305.11572265625,-0.552734375,-0.5948638916015625,95101.03125,19.344959259033203,0.8120211443293802,19.50170644124349,19.67391363779704,126.0625,5.481689453125,0.0,0.0
0,western,2026-04-19T06:00:00,2026-04-19 06:00:00,0.0,0.0,306.14501953125,-0.2296295166015625,-0.700653076171875,95073.578125,19.26568603515625,0.7373224857847335,19.373422622680664,19.558078130086265,33.9453125,1.029296875,0.0,0.0
0,western,2026-04-19T07:00:00,2026-04-19 07:00:00,0.0,0.0,306.78271484375,0.5368499755859375,-0.675567626953125,95048.59375,19.51671028137207,0.8629017990905444,19.37578519185384,19.50578212738037,-18.8125,0.6376953125,0.0,0.0
0,western,2026-04-19T08:00:00,2026-04-19 08:00:00,0.0,0.0,307.960693359375,1.4716339111328125,-0.75543212890625,95013.65625,20.38405990600586,1.6542019434699888,19.72215207417806,19.611929257710774,-87.375,1.177978515625,0.0,0.0
0,western,2026-04-19T09:00:00,2026-04-19 09:00:00,0.0,0.0,308.45263671875,1.8679962158203125,-1.08587646484375,94959.046875,21.088850021362305,2.160679883559933,20.32987340291341,19.85164801279704,-114.53125,0.491943359375,0.0,0.0
0,western,2026-04-19T10:00:00,2026-04-19 10:00:00,0.0,0.0,308.0,3.266082763671875,-0.0313720703125,94899.21875,20.452899932861328,3.266233431025744,20.641936620076496,20.008860905965168,-149.375,-0.45263671875,0.0,0.0
0,western,2026-04-19T11:00:00,2026-04-19 11:00:00,0.0,0.0,306.197998046875,4.205612182617188,-0.798736572265625,94933.25,22.342397689819336,4.280788939255561,21.294715881347656,20.50843397776286,-80.40625,-1.802001953125,0.0,0.0
0,western,2026-04-19T12:00:00,2026-04-19 12:00:00,0.0,0.0,305.410400390625,2.962158203125,-1.6877593994140625,94983.0703125,23.23938369750977,3.409239359542132,22.01156044006348,21.170716921488445,24.0234375,-0.78759765625,0.0,0.0
0,western,2026-04-19T13:00:00,2026-04-19 13:00:00,0.0,0.0,304.25830078125,1.251129150390625,-1.83160400390625,94965.921875,22.72572326660156,2.2181292518883056,22.769168217976887,21.70555241902669,66.703125,-1.152099609375,0.0,0.0
0,western,2026-04-19T14:00:00,2026-04-19 14:00:00,0.0,0.0,301.41748046875,0.8098907470703125,-2.4383544921875,95013.3125,22.48770904541016,2.5693375900727933,22.81760533650716,22.05616060892741,80.0625,-2.8408203125,0.0,0.0
0,western,2026-04-19T15:00:00,2026-04-19 15:00:00,0.0,0.0,299.966796875,0.2974090576171875,-2.032501220703125,95050.4921875,21.974266052246094,2.0541454086097306,22.395899454752605,22.20372994740804,67.421875,-1.45068359375,0.0,0.0
0,western,2026-04-19T16:00:00,2026-04-19 16:00:00,0.0,0.0,298.548828125,-0.8006134033203125,-1.738037109375,95079.34375,20.46435165405273,1.9135712202948547,21.642108917236328,22.20563856760661,113.421875,-1.41796875,0.0,0.0
0,western,2026-04-19T17:00:00,2026-04-19 17:00:00,0.0,0.0,296.19195556640625,-1.2700653076171875,-1.4082183837890625,95050.890625,18.615966796875,1.8963504164721827,20.35152816772461,21.584566752115887,37.578125,-2.35687255859375,0.0,0.0
0,western,2026-04-19T18:00:00,2026-04-19 18:00:00,0.0,0.0,295.9625244140625,-1.3899078369140625,-1.211944580078125,95044.921875,17.32260513305664,1.844086077246903,18.8009745279948,20.5984369913737,-5.5703125,-0.22943115234375,0.0,0.0
0,western,2026-04-19T19:00:00,2026-04-19 19:00:00,0.0,0.0,295.5498046875,-1.5502166748046875,-0.9222869873046876,95012.1875,16.28484535217285,1.8038251095364148,17.407805760701496,19.52495733896892,-67.15625,-0.4127197265625,0.0,0.0
0,western,2026-04-19T20:00:00,2026-04-19 20:00:00,0.0,0.0,294.042236328125,-1.5447235107421875,-0.6504974365234375,94971.75,15.444703102111816,1.6761019180119188,16.3507178624471,18.351123015085857,-79.140625,-1.507568359375,0.0,0.0
0,western,2026-04-19T21:00:00,2026-04-19 21:00:00,0.0,0.0,294.03057861328125,-1.39080810546875,-0.5413665771484375,94939.125,14.801321983337402,1.4924560151277453,15.510290145874023,17.155632336934406,-105.796875,-0.01165771484375,0.0,0.0
0,western,2026-04-19T22:00:00,2026-04-19 22:00:00,0.0,0.0,292.2789611816406,-1.3780059814453125,-0.538299560546875,94903.5625,15.21164894104004,1.4794143779834026,15.152558008829752,16.280181884765625,-108.625,-1.751617431640625,0.0,0.0
0,western,2026-04-19T23:00:00,2026-04-19 23:00:00,0.0,0.0,291.9721069335937,-1.1640472412109375,-0.4421234130859375,94905.609375,14.97150993347168,1.2451823529786925,14.994826952616371,15.672772407531738,-66.140625,-0.3068542480469318,0.0,0.0
0,western,2026-04-20T00:00:00,2026-04-20 00:00:00,0.0,0.0,292.3757019042969,-1.3173980712890625,-0.450103759765625,94905.65625,14.642370223999023,1.3921677602901503,14.941843032836914,15.226066589355469,-33.46875,0.4035949707031818,0.0,0.0
